Game,Date,Tm,Opp,W.L,R,RA,Rank_Standings,Game_Length,Day_Night,Attendance,CLI,Streak,Home,FullDate,Year,start_time_ET
100,7/24/2016,PHI,PIT,L,4,5,4,3:08,D,32439,0.14,--,1,Sunday Jul 24 2016,2016,1:35 PM
101,7/25/2016,PHI,MIA,W,4,0,4,3:03,N,19465,0.11,+,1,Monday Jul 25 2016,2016,7:10 PM
102,7/26/2016,PHI,MIA,L,0,5,4,2:41,N,20365,0.14,-,1,Tuesday Jul 26 2016,2016,7:10 PM
103,7/27/2016,PHI,MIA,L,1,11,4,2:57,D,32403,0.11,--,1,Wednesday Jul 27 2016,2016,12:10 PM
104,7/28/2016,PHI,ATL,W,7,5,4,3:25,N,22785,0.06,+,1,Thursday Jul 28 2016,2016,7:10 PM
105,7/29/2016,PHI,ATL,L,1,2,4,2:43,N,27732,0.09,-,1,Friday Jul 29 2016,2016,7:35 PM
106,7/30/2016,PHI,ATL,W,9,5,4,3:40,N,38236,0.07,+,1,Saturday Jul 30 2016,2016,7:10 PM
107,7/31/2016,PHI,ATL,L,1,2,4,2:43,D,21545,0.09,-,1,Sunday Jul 31 2016,2016,1:35 PM
108,8/2/2016,PHI,SFG,W,13,8,4,3:16,N,23351,0.07,+,0,Tuesday Aug 2 2016,2016,7:05 PM
109,8/3/2016,PHI,SFG,W-wo,5,4,4,4:03,N,23162,0.08,++,0,Wednesday Aug 3 2016,2016,7:05 PM
110,8/4/2016,PHI,SFG,L,2,3,4,3:30,D,30229,0.11,-,0,Thursday Aug 4 2016,2016,1:05 PM
111,8/5/2016,PHI,SDP,W,5,4,4,2:55,N,27521,0.08,+,1,Friday Aug 5 2016,2016,10:40 PM
112,8/6/2016,PHI,SDP,L,7,9,4,3:17,N,37453,0.09,-,1,Saturday Aug 6 2016,2016,8:40 PM
113,8/7/2016,PHI,SDP,W,6,5,4,3:13,D,32710,0.09,+,1,Sunday Aug 7 2016,2016,4:40 PM
114,8/8/2016,PHI,LAD,L,4,9,4,2:50,N,48370,0.1,-,1,Monday Aug 8 2016,2016,10:10 PM
115,8/9/2016,PHI,LAD,L,3,9,4,3:17,N,42859,0.08,--,1,Tuesday Aug 9 2016,2016,10:10 PM
116,8/10/2016,PHI,LAD,W,6,2,4,3:17,D,41098,0.06,+,1,Wednesday Aug 10 2016,2016,3:10 PM
117,8/12/2016,PHI,COL,W,10,6,4,3:25,N,23600,0.07,++,0,Friday Aug 12 2016,2016,7:05 PM
118,8/13/2016,PHI,COL,W,6,3,4,3:20,N,23203,0.14,+++,0,Saturday Aug 13 2016,2016,7:05 PM
119,8/14/2016,PHI,COL,W,7,6,4,3:33,D,20068,0.15,++++,0,Sunday Aug 14 2016,2016,1:35 PM
120,8/16/2016,PHI,LAD,L,5,15,4,3:30,N,28118,0.17,-,0,Tuesday Aug 16 2016,2016,7:05 PM
121,8/17/2016,PHI,LAD,L,2,7,4,3:23,N,21137,0.1,--,0,Wednesday Aug 17 2016,2016,7:05 PM
122,8/18/2016,PHI,LAD,W,5,4,4,2:54,N,29187,0.07,+,0,Thursday Aug 18 2016,2016,7:05 PM
123,8/19/2016,PHI,STL,L,3,4,4,3:54,N,20627,0.11,-,0,Friday Aug 19 2016,2016,7:05 PM
124,8/20/2016,PHI,STL,W,4,2,4,2:56,N,32288,0.06,+,0,Saturday Aug 20 2016,2016,7:05 PM
125,8/21/2016,PHI,STL,L,0,9,4,3:07,D,20127,0.09,-,0,Sunday Aug 21 2016,2016,1:35 PM
126,8/23/2016,PHI,CHW,L,1,9,4,2:38,N,18843,0.04,--,1,Tuesday Aug 23 2016,2016,8:10 PM
127,8/24/2016,PHI,CHW,W,5,3,4,2:44,N,15630,0.04,+,1,Wednesday Aug 24 2016,2016,8:10 PM
128,8/26/2016,PHI,NYM,L,4,9,4,2:56,N,31111,0.06,-,1,Friday Aug 26 2016,2016,7:10 PM
129,8/27/2016,PHI,NYM,L,1,12,4,3:07,N,35832,0.03,--,1,Saturday Aug 27 2016,2016,7:10 PM
130,8/28/2016,PHI,NYM,W,5,1,4,3:08,D,32033,0.02,+,1,Sunday Aug 28 2016,2016,1:10 PM
131,8/29/2016,PHI,WSN,L,0,4,4,2:58,N,16056,0.03,-,0,Monday Aug 29 2016,2016,7:05 PM
132,8/30/2016,PHI,WSN,L,2,3,4,2:42,N,16378,0.02,--,0,Tuesday Aug 30 2016,2016,7:05 PM
133,8/31/2016,PHI,WSN,L,1,2,4,2:50,N,16503,0.01,---,0,Wednesday Aug 31 2016,2016,7:05 PM
134,9/2/2016,PHI,ATL,L,4,8,4,3:28,N,17175,0.01,----,0,Friday Sep 2 2016,2016,7:05 PM
135,9/3/2016,PHI,ATL,L,4,6,4,3:27,N,19453,0,-----,0,Saturday Sep 3 2016,2016,7:05 PM
136,9/4/2016,PHI,ATL,L,0,2,4,3:14,D,21322,0,------,0,Sunday Sep 4 2016,2016,1:35 PM
137,9/5/2016,PHI,MIA,W,6,2,4,2:54,D,20849,0,+,1,Monday Sep 5 2016,2016,1:10 PM
138,9/6/2016,PHI,MIA,W,4,3,4,3:00,N,16169,0,++,1,Tuesday Sep 6 2016,2016,7:10 PM
139,9/7/2016,PHI,MIA,L,0,6,4,2:52,N,16592,0,-,1,Wednesday Sep 7 2016,2016,7:10 PM
140,9/8/2016,PHI,WSN,W,4,1,4,2:48,N,25412,0,+,1,Thursday Sep 8 2016,2016,7:05 PM
141,9/9/2016,PHI,WSN,L-wo,4,5,4,3:31,N,28469,0,-,1,Friday Sep 9 2016,2016,7:05 PM
142,9/10/2016,PHI,WSN,L,0,3,4,3:05,N,36152,0,--,1,Saturday Sep 10 2016,2016,7:05 PM
143,9/11/2016,PHI,WSN,L,2,3,4,2:49,D,31805,0,---,1,Sunday Sep 11 2016,2016,1:35 PM
144,9/12/2016,PHI,PIT,W,6,2,4,3:18,N,15514,0,+,0,Monday Sep 12 2016,2016,7:05 PM
145,9/13/2016,PHI,PIT,L,3,5,4,3:12,N,16190,0,-,0,Tuesday Sep 13 2016,2016,7:05 PM
146,9/14/2016,PHI,PIT,W,6,2,4,2:57,N,16112,0,+,0,Wednesday Sep 14 2016,2016,7:05 PM
147,9/15/2016,PHI,PIT,L,2,15,4,2:54,N,15247,0,-,0,Thursday Sep 15 2016,2016,7:05 PM
148,9/16/2016,PHI,MIA,W-wo,4,3,4,4:43,N,18179,0,+,0,Friday Sep 16 2016,2016,7:05 PM
149,9/17/2016,PHI,MIA,W,8,0,4,2:42,N,24597,0,++,0,Saturday Sep 17 2016,2016,7:05 PM
150,9/18/2016,PHI,MIA,L,4,5,4,3:16,D,20059,0,-,0,Sunday Sep 18 2016,2016,1:35 PM
151,9/20/2016,PHI,CHW,W,7,6,4,3:20,N,16096,0,+,0,Tuesday Sep 20 2016,2016,7:05 PM
152,9/21/2016,PHI,CHW,W,8,3,4,2:43,N,21703,0,++,0,Wednesday Sep 21 2016,2016,7:05 PM
153,9/22/2016,PHI,NYM,L-wo,8,9,4,4:23,N,35759,0,-,1,Thursday Sep 22 2016,2016,7:10 PM
154,9/23/2016,PHI,NYM,L,5,10,4,3:40,N,37873,0,--,1,Friday Sep 23 2016,2016,7:10 PM
155,9/24/2016,PHI,NYM,W,10,8,4,3:47,N,39995,0,+,1,Saturday Sep 24 2016,2016,7:10 PM
156,9/25/2016,PHI,NYM,L,0,17,4,3:32,D,35093,0,-,1,Sunday Sep 25 2016,2016,1:10 PM
157,9/27/2016,PHI,ATL,L,6,7,4,3:02,N,22348,0,--,1,Tuesday Sep 27 2016,2016,7:10 PM
158,9/28/2016,PHI,ATL,L,2,12,4,2:45,N,22104,0,---,1,Wednesday Sep 28 2016,2016,7:10 PM
159,9/29/2016,PHI,ATL,L,2,5,4,3:18,N,32121,0,----,1,Thursday Sep 29 2016,2016,7:10 PM
160,9/30/2016,PHI,NYM,L,1,5,4,2:53,N,20556,0,-----,0,Friday Sep 30 2016,2016,7:05 PM
161,10/1/2016,PHI,NYM,L,3,5,4,3:01,D,20225,0,------,0,Saturday Oct 1 2016,2016,1:05 PM
162,10/2/2016,PHI,NYM,W,5,2,4,2:39,D,36935,0,+,0,Sunday Oct 2 2016,2016,3:05 PM
1,4/3/2017,PHI,CIN,W,4,3,1,3:04,D,43804,0.99,+,1,Monday Apr 3 2017,2017,4:10 PM
2,4/5/2017,PHI,CIN,L,0,2,2,2:25,N,19944,0.99,-,1,Wednesday Apr 5 2017,2017,7:10 PM
3,4/6/2017,PHI,CIN,L,4,7,3,3:05,D,10586,0.95,--,1,Thursday Apr 6 2017,2017,12:35 PM
4,4/7/2017,PHI,WSN,L,6,7,4,3:34,D,45121,1.05,---,0,Friday Apr 7 2017,2017,3:05 PM
5,4/8/2017,PHI,WSN,W,17,3,3,3:15,N,37241,1.01,+,0,Saturday Apr 8 2017,2017,7:05 PM
6,4/9/2017,PHI,WSN,W-wo,4,3,1,3:24,D,36917,1.08,++,0,Sunday Apr 9 2017,2017,1:35 PM
7,4/10/2017,PHI,NYM,L,3,4,4,2:59,N,33359,1.13,-,0,Monday Apr 10 2017,2017,7:05 PM
8,4/11/2017,PHI,NYM,L,4,14,4,3:38,N,28659,1.05,--,0,Tuesday Apr 11 2017,2017,7:05 PM
9,4/12/2017,PHI,NYM,L,4,5,4,3:13,N,28272,0.97,---,0,Wednesday Apr 12 2017,2017,7:05 PM
10,4/14/2017,PHI,WSN,L-wo,2,3,5,3:18,D,38664,0.94,----,1,Friday Apr 14 2017,2017,4:05 PM
11,4/15/2017,PHI,WSN,W,4,2,5,2:39,D,35626,0.86,+,1,Saturday Apr 15 2017,2017,1:05 PM
12,4/16/2017,PHI,WSN,L-wo,4,6,5,3:11,D,29774,0.93,-,1,Sunday Apr 16 2017,2017,1:35 PM
13,4/18/2017,PHI,NYM,W,6,2,5,3:58,N,23536,0.86,+,1,Tuesday Apr 18 2017,2017,7:10 PM
14,4/19/2017,PHI,NYM,L,4,5,5,2:37,N,22243,0.91,-,1,Wednesday Apr 19 2017,2017,7:10 PM
15,4/20/2017,PHI,NYM,W,6,4,4,3:14,N,24656,0.9,+,1,Thursday Apr 20 2017,2017,7:10 PM
16,4/21/2017,PHI,ATL,W,4,3,4,2:38,N,24189,0.89,++,0,Friday Apr 21 2017,2017,7:05 PM
17,4/22/2017,PHI,ATL,W-wo,4,3,3,3:32,N,31334,0.94,+++,0,Saturday Apr 22 2017,2017,7:05 PM
18,4/23/2017,PHI,ATL,W,5,2,3,2:38,D,28632,1,++++,0,Sunday Apr 23 2017,2017,1:35 PM
19,4/26/2017,PHI,MIA,W,7,4,2,2:41,N,26191,1.1,+++++,0,Wednesday Apr 26 2017,2017,7:05 PM
20,4/27/2017,PHI,MIA,W,3,2,2,3:15,D,22180,1.14,++++++,0,Thursday Apr 27 2017,2017,1:05 PM
21,4/28/2017,PHI,LAD,L,3,5,2,3:02,N,46729,1.04,-,1,Friday Apr 28 2017,2017,10:10 PM
22,4/29/2017,PHI,LAD,L-wo,5,6,2,3:27,N,53110,1.05,--,1,Saturday Apr 29 2017,2017,9:10 PM
23,4/30/2017,PHI,LAD,L,3,5,2,3:06,D,48961,0.98,---,1,Sunday Apr 30 2017,2017,4:10 PM
24,5/1/2017,PHI,CHC,W,10,2,2,3:06,N,38567,0.94,+,1,Monday May 1 2017,2017,8:05 PM
25,5/2/2017,PHI,CHC,L,3,8,2,3:24,N,38660,0.98,-,1,Tuesday May 2 2017,2017,8:05 PM
26,5/3/2017,PHI,CHC,L,4,5,2,3:09,N,39335,0.96,--,1,Wednesday May 3 2017,2017,8:05 PM
27,5/4/2017,PHI,CHC,L-wo,4,5,2,4:22,D,36394,0.92,---,1,Thursday May 4 2017,2017,2:20 PM
28,5/5/2017,PHI,WSN,L,2,4,3,3:20,N,20237,1.07,----,0,Friday May 5 2017,2017,7:05 PM
29,5/6/2017,PHI,WSN,L,2,6,3,3:01,N,21298,0.94,-----,0,Saturday May 6 2017,2017,7:05 PM
30,5/7/2017,PHI,WSN,W-wo,6,5,3,3:51,D,30464,0.83,+,0,Sunday May 7 2017,2017,2:35 PM
31,5/9/2017,PHI,SEA,L,9,10,3,3:48,N,31715,0.75,-,0,Tuesday May 9 2017,2017,7:05 PM
32,5/10/2017,PHI,SEA,L,6,11,3,3:40,D,26697,0.71,--,0,Wednesday May 10 2017,2017,1:05 PM
33,5/13/2017,PHI,WSN,L-wo,4,6,3,3:34,N,31473,0.87,---,1,Saturday May 13 2017,2017,7:05 PM
34,5/14/2017,PHI,WSN,W,4,3,3,3:02,D,31738,0.8,+,1,Sunday May 14 (1) 2017,2017,1:35 PM
35,5/14/2017,PHI,WSN,L,5,6,3,3:34,N,30137,0.88,-,1,Sunday May 14 (2) 2017,2017,7:05 PM
36,5/16/2017,PHI,TEX,L,1,5,4,2:44,N,23110,0.63,--,1,Tuesday May 16 2017,2017,8:05 PM
37,5/17/2017,PHI,TEX,L,3,9,4,2:48,N,28703,0.57,---,1,Wednesday May 17 2017,2017,8:05 PM
38,5/18/2017,PHI,TEX,L,4,8,4,3:12,D,35007,0.55,----,1,Thursday May 18 2017,2017,2:05 PM
39,5/19/2017,PHI,PIT,W,7,2,4,2:54,N,25795,0.49,+,1,Friday May 19 2017,2017,7:05 PM
40,5/20/2017,PHI,PIT,L,3,6,4,2:52,D,32572,0.56,-,1,Saturday May 20 2017,2017,4:05 PM
41,5/21/2017,PHI,PIT,L,0,1,4,2:45,D,24445,0.53,--,1,Sunday May 21 2017,2017,1:35 PM
42,5/22/2017,PHI,COL,L,1,8,4,3:03,N,21251,0.47,---,0,Monday May 22 2017,2017,7:05 PM
43,5/23/2017,PHI,COL,L,2,8,5,2:44,N,17109,0.39,----,0,Tuesday May 23 2017,2017,7:05 PM
44,5/24/2017,PHI,COL,L,2,7,5,3:09,N,19160,0.32,-----,0,Wednesday May 24 2017,2017,7:05 PM
45,5/25/2017,PHI,COL,W-wo,2,1,4,3:39,D,18143,0.27,+,0,Thursday May 25 2017,2017,1:05 PM
46,5/26/2017,PHI,CIN,L,2,5,5,2:34,N,21388,0.33,-,0,Friday May 26 2017,2017,7:05 PM
47,5/27/2017,PHI,CIN,W-wo,4,3,4,2:47,D,30100,0.26,+,0,Saturday May 27 2017,2017,4:05 PM
48,5/28/2017,PHI,CIN,L,4,8,5,2:50,D,25413,0.29,-,0,Sunday May 28 2017,2017,1:35 PM
49,5/29/2017,PHI,MIA,L,1,4,5,2:37,N,17032,0.28,--,1,Monday May 29 2017,2017,7:10 PM
50,5/30/2017,PHI,MIA,L,2,7,5,3:07,N,16241,0.21,---,1,Tuesday May 30 2017,2017,7:10 PM
51,5/31/2017,PHI,MIA,L,2,10,5,3:16,D,15197,0.19,----,1,Wednesday May 31 2017,2017,1:10 PM
52,6/2/2017,PHI,SFG,L,0,10,5,2:55,N,22491,0.13,-----,0,Friday Jun 2 2017,2017,7:05 PM
53,6/3/2017,PHI,SFG,W,5,3,5,2:50,D,32413,0.12,+,0,Saturday Jun 3 2017,2017,4:05 PM
54,6/4/2017,PHI,SFG,W,9,7,5,3:28,D,25063,0.14,++,0,Sunday Jun 4 2017,2017,1:35 PM
55,6/5/2017,PHI,ATL,W,11,4,5,3:18,N,20942,0.16,+++,1,Monday Jun 5 2017,2017,7:35 PM
56,6/6/2017,PHI,ATL,W,3,1,5,2:42,N,23489,0.19,++++,1,Tuesday Jun 6 2017,2017,7:35 PM
57,6/7/2017,PHI,ATL,L,1,14,5,2:58,N,24185,0.2,-,1,Wednesday Jun 7 2017,2017,7:35 PM
58,6/8/2017,PHI,ATL,L,1,3,5,2:40,N,25095,0.16,--,1,Thursday Jun 8 2017,2017,7:35 PM
59,6/9/2017,PHI,STL,L,2,3,5,2:43,N,42971,0.13,---,1,Friday Jun 9 2017,2017,8:15 PM
60,6/10/2017,PHI,STL,L,0,7,5,2:28,D,43911,0.11,----,1,Saturday Jun 10 2017,2017,2:15 PM
61,6/11/2017,PHI,STL,L,5,6,5,3:09,D,47325,0.1,-----,1,Sunday Jun 11 2017,2017,2:15 PM
62,6/12/2017,PHI,BOS,L-wo,5,6,5,4:16,N,36757,0.09,------,1,Monday Jun 12 2017,2017,7:10 PM
63,6/13/2017,PHI,BOS,L-wo,3,4,5,4:24,N,37141,0.08,-------,1,Tuesday Jun 13 2017,2017,7:10 PM
64,6/14/2017,PHI,BOS,L,3,7,5,3:26,N,28263,0.05,--------,0,Wednesday Jun 14 2017,2017,7:05 PM
65,6/15/2017,PHI,BOS,W,1,0,5,2:25,N,30729,0.04,+,0,Thursday Jun 15 2017,2017,7:05 PM
66,6/16/2017,PHI,ARI,L,4,5,5,3:12,N,18140,0.04,-,0,Friday Jun 16 2017,2017,7:05 PM
67,6/17/2017,PHI,ARI,L,1,5,5,3:25,D,21108,0.03,--,0,Saturday Jun 17 2017,2017,4:05 PM
68,6/18/2017,PHI,ARI,L,4,5,5,4:12,D,31131,0.02,---,0,Sunday Jun 18 2017,2017,1:35 PM
69,6/20/2017,PHI,STL,L,1,8,5,3:28,N,22070,0.02,----,0,Tuesday Jun 20 2017,2017,7:05 PM
70,6/21/2017,PHI,STL,L,6,7,5,3:29,N,25037,0.01,-----,0,Wednesday Jun 21 2017,2017,7:05 PM
71,6/22/2017,PHI,STL,W,5,1,5,2:31,D,23623,0.01,+,0,Thursday Jun 22 2017,2017,1:05 PM
72,6/23/2017,PHI,ARI,W,6,1,5,2:54,N,31648,0.01,++,1,Friday Jun 23 2017,2017,9:40 PM
73,6/24/2017,PHI,ARI,L,2,9,5,3:05,N,40557,0.02,-,1,Saturday Jun 24 2017,2017,10:10 PM
74,6/25/2017,PHI,ARI,L-wo,1,2,5,3:50,D,28179,0.01,--,1,Sunday Jun 25 2017,2017,4:10 PM
75,6/26/2017,PHI,ARI,L,1,6,5,3:11,D,20765,0,---,1,Monday Jun 26 2017,2017,3:40 PM
76,6/27/2017,PHI,SEA,W,8,2,5,3:02,N,22648,0.01,+,1,Tuesday Jun 27 2017,2017,10:10 PM
77,6/28/2017,PHI,SEA,W,5,4,5,3:24,D,29505,0.01,++,1,Wednesday Jun 28 2017,2017,3:40 PM
78,6/30/2017,PHI,NYM,L,1,2,5,2:38,N,37134,0.01,-,1,Friday Jun 30 2017,2017,7:10 PM
79,7/1/2017,PHI,NYM,L,6,7,5,3:21,D,33080,0.01,--,1,Saturday Jul 1 2017,2017,4:10 PM
80,7/2/2017,PHI,NYM,W,7,1,5,2:53,D,30343,0,+,1,Sunday Jul 2 2017,2017,1:10 PM
81,7/3/2017,PHI,PIT,W,4,0,5,2:36,N,26498,0.01,++,0,Monday Jul 3 2017,2017,7:05 PM
82,7/4/2017,PHI,PIT,L,0,3,5,3:01,D,24087,0.01,-,0,Tuesday Jul 4 2017,2017,4:05 PM
83,7/5/2017,PHI,PIT,L,2,5,5,3:16,N,19099,0.01,--,0,Wednesday Jul 5 2017,2017,7:05 PM
84,7/6/2017,PHI,PIT,L,3,6,5,2:58,N,33059,0,---,0,Thursday Jul 6 2017,2017,6:05 PM
85,7/7/2017,PHI,SDP,L,3,4,5,2:41,N,38533,0,----,0,Friday Jul 7 2017,2017,6:35 PM
86,7/8/2017,PHI,SDP,L,1,2,5,2:30,D,33216,0,-----,0,Saturday Jul 8 2017,2017,4:05 PM
87,7/9/2017,PHI,SDP,W,7,1,5,2:45,D,21184,0,+,0,Sunday Jul 9 2017,2017,1:35 PM
88,7/14/2017,PHI,MIL,L,6,9,5,3:10,N,41941,0,-,1,Friday Jul 14 2017,2017,8:10 PM
89,7/15/2017,PHI,MIL,L,2,3,5,2:44,N,37950,0,--,1,Saturday Jul 15 2017,2017,7:10 PM
90,7/16/2017,PHI,MIL,W,5,2,5,3:18,D,41747,0,+,1,Sunday Jul 16 2017,2017,2:10 PM
91,7/17/2017,PHI,MIA,L-wo,5,6,5,3:41,N,17146,0,-,1,Monday Jul 17 2017,2017,7:10 PM
92,7/18/2017,PHI,MIA,W,5,2,5,2:41,N,18176,0,+,1,Tuesday Jul 18 2017,2017,7:10 PM
93,7/19/2017,PHI,MIA,W,10,3,5,3:04,D,31854,0,++,1,Wednesday Jul 19 2017,2017,12:10 PM
94,7/21/2017,PHI,MIL,W,6,1,5,3:02,N,17550,0,+++,0,Friday Jul 21 2017,2017,7:05 PM
95,7/22/2017,PHI,MIL,L,8,9,5,3:24,N,17712,0,-,0,Saturday Jul 22 2017,2017,7:05 PM
96,7/23/2017,PHI,MIL,W,6,3,5,3:07,D,21258,0,+,0,Sunday Jul 23 2017,2017,1:35 PM
97,7/24/2017,PHI,HOU,L,4,13,5,3:27,N,17567,0,-,0,Monday Jul 24 2017,2017,7:05 PM
98,7/25/2017,PHI,HOU,L,0,5,5,2:44,N,17176,0,--,0,Tuesday Jul 25 2017,2017,7:05 PM
99,7/26/2017,PHI,HOU,W,9,0,5,3:25,N,19718,0,+,0,Wednesday Jul 26 2017,2017,7:05 PM
100,7/28/2017,PHI,ATL,W,10,3,5,3:01,N,17177,0,++,0,Friday Jul 28 2017,2017,7:05 PM
101,7/29/2017,PHI,ATL,W-wo,4,3,5,3:50,N,28162,0,+++,0,Saturday Jul 29 2017,2017,7:05 PM
102,7/30/2017,PHI,ATL,W-wo,2,1,5,3:20,D,20680,0,++++,0,Sunday Jul 30 2017,2017,1:35 PM
103,7/31/2017,PHI,ATL,W,7,6,5,3:13,D,20297,0,+++++,0,Monday Jul 31 2017,2017,12:35 PM
104,8/1/2017,PHI,LAA,L,1,7,5,3:20,N,36344,0,-,1,Tuesday Aug 1 2017,2017,10:07 PM
105,8/2/2017,PHI,LAA,L,0,7,5,2:33,N,34623,0,--,1,Wednesday Aug 2 2017,2017,10:07 PM
106,8/3/2017,PHI,LAA,L,4,5,5,3:07,N,34710,0,---,1,Thursday Aug 3 2017,2017,10:07 PM
107,8/4/2017,PHI,COL,L,3,4,5,3:41,N,35092,0,----,1,Friday Aug 4 2017,2017,8:40 PM
108,8/5/2017,PHI,COL,L,5,8,5,2:53,N,40563,0,-----,1,Saturday Aug 5 2017,2017,8:10 PM
109,8/6/2017,PHI,COL,W,3,2,5,3:14,D,48069,0,+,1,Sunday Aug 6 2017,2017,3:10 PM
110,8/8/2017,PHI,ATL,W,5,2,5,2:58,N,25783,0,++,1,Tuesday Aug 8 2017,2017,7:35 PM
111,8/9/2017,PHI,ATL,W,3,2,5,2:55,N,22776,0,+++,1,Wednesday Aug 9 2017,2017,7:35 PM
112,8/10/2017,PHI,NYM,L,0,10,5,3:03,N,27716,0,-,0,Thursday Aug 10 2017,2017,7:05 PM
113,8/11/2017,PHI,NYM,L,6,7,5,3:25,N,26925,0,--,0,Friday Aug 11 2017,2017,7:05 PM
114,8/12/2017,PHI,NYM,W,3,1,5,3:04,N,34131,0,+,0,Saturday Aug 12 2017,2017,7:05 PM
115,8/13/2017,PHI,NYM,L,2,6,5,3:30,D,24106,0,-,0,Sunday Aug 13 2017,2017,1:35 PM
116,8/14/2017,PHI,SDP,L,4,7,5,3:20,N,20873,0,--,1,Monday Aug 14 2017,2017,10:10 PM
117,8/15/2017,PHI,SDP,L,4,8,5,2:48,N,23368,0,---,1,Tuesday Aug 15 2017,2017,10:10 PM
118,8/16/2017,PHI,SDP,L,0,3,5,2:30,D,21564,0,----,1,Wednesday Aug 16 2017,2017,3:40 PM
119,8/17/2017,PHI,SFG,L,4,5,5,2:47,N,41279,0,-----,1,Thursday Aug 17 2017,2017,10:15 PM
120,8/18/2017,PHI,SFG,L,2,10,5,2:52,N,39487,0,------,1,Friday Aug 18 2017,2017,10:15 PM
121,8/19/2017,PHI,SFG,W,12,9,5,3:21,N,40719,0,+,1,Saturday Aug 19 2017,2017,9:05 PM
122,8/20/2017,PHI,SFG,W,5,2,5,3:14,D,39921,0,++,1,Sunday Aug 20 2017,2017,4:05 PM
123,8/22/2017,PHI,MIA,L,8,12,5,3:06,D,NA,0,-,0,Tuesday Aug 22 (1) 2017,2017,4:10 PM
124,8/22/2017,PHI,MIA,L,4,7,5,3:22,N,20761,0,--,0,Tuesday Aug 22 (2) 2017,2017,7:05 PM
125,8/23/2017,PHI,MIA,W,8,0,5,2:50,N,19161,0,+,0,Wednesday Aug 23 2017,2017,7:05 PM
126,8/24/2017,PHI,MIA,L,8,9,5,3:14,D,18083,0,-,0,Thursday Aug 24 2017,2017,1:05 PM
127,8/25/2017,PHI,CHC,W,7,1,5,3:00,N,24424,0,+,0,Friday Aug 25 2017,2017,7:05 PM
128,8/26/2017,PHI,CHC,L,2,17,5,3:03,N,29379,0,-,0,Saturday Aug 26 2017,2017,7:05 PM
129,8/27/2017,PHI,CHC,W,6,3,5,2:54,D,28689,0,+,0,Sunday Aug 27 2017,2017,1:35 PM
130,8/28/2017,PHI,ATL,W,6,1,5,2:52,N,15154,0,++,0,Monday Aug 28 2017,2017,7:05 PM
131,8/30/2017,PHI,ATL,L,1,9,5,2:49,D,NA,0,-,0,Wednesday Aug 30 (1) 2017,2017,12:05 PM
132,8/30/2017,PHI,ATL,L,2,5,5,3:17,D,15706,0,--,0,Wednesday Aug 30 (2) 2017,2017,7:05 PM
133,8/31/2017,PHI,MIA,W,3,2,5,3:09,N,17013,0,+,1,Thursday Aug 31 2017,2017,7:10 PM
134,9/1/2017,PHI,MIA,W,2,1,5,2:44,N,17998,0,++,1,Friday Sep 1 2017,2017,7:10 PM
135,9/2/2017,PHI,MIA,L,9,10,5,3:37,N,18262,0,-,1,Saturday Sep 2 2017,2017,7:10 PM
136,9/3/2017,PHI,MIA,W,3,1,5,3:46,D,19404,0,+,1,Sunday Sep 3 2017,2017,1:10 PM
137,9/4/2017,PHI,NYM,L,7,11,5,3:18,D,28808,0,-,1,Monday Sep 4 2017,2017,1:10 PM
138,9/5/2017,PHI,NYM,W,9,1,5,3:04,N,22230,0,+,1,Tuesday Sep 5 2017,2017,7:10 PM
139,9/6/2017,PHI,NYM,L,3,6,5,1:53,N,19617,0,-,1,Wednesday Sep 6 2017,2017,7:10 PM
140,9/7/2017,PHI,WSN,L,3,4,5,3:09,N,26267,0,--,1,Thursday Sep 7 2017,2017,7:05 PM
141,9/8/2017,PHI,WSN,L,10,11,5,3:27,N,29837,0,---,1,Friday Sep 8 2017,2017,7:05 PM
142,9/9/2017,PHI,WSN,W,5,4,5,3:23,N,35694,0,+,1,Saturday Sep 9 2017,2017,7:05 PM
143,9/10/2017,PHI,WSN,L,2,3,5,2:16,D,32627,0,-,1,Sunday Sep 10 2017,2017,1:35 PM
144,9/12/2017,PHI,MIA,W-wo,9,8,5,4:57,N,16439,0,+,0,Tuesday Sep 12 2017,2017,7:05 PM
145,9/13/2017,PHI,MIA,W,8,1,5,2:25,N,16745,0,++,0,Wednesday Sep 13 2017,2017,7:05 PM
146,9/14/2017,PHI,MIA,W,10,0,5,3:06,N,16302,0,+++,0,Thursday Sep 14 2017,2017,7:05 PM
147,9/15/2017,PHI,OAK,L,0,4,5,2:43,N,24061,0,-,0,Friday Sep 15 2017,2017,7:05 PM
148,9/16/2017,PHI,OAK,W,5,3,5,2:56,N,24290,0,+,0,Saturday Sep 16 2017,2017,7:05 PM
149,9/17/2017,PHI,OAK,L,3,6,5,3:09,D,28054,0,-,0,Sunday Sep 17 2017,2017,1:35 PM
150,9/18/2017,PHI,LAD,W,4,3,5,2:40,N,16690,0,+,0,Monday Sep 18 2017,2017,7:05 PM
151,9/19/2017,PHI,LAD,W,6,2,5,3:23,N,20145,0,++,0,Tuesday Sep 19 2017,2017,7:05 PM
152,9/20/2017,PHI,LAD,W,7,5,5,3:18,N,20175,0,+++,0,Wednesday Sep 20 2017,2017,7:05 PM
153,9/21/2017,PHI,LAD,L,4,5,5,3:39,D,18735,0,-,0,Thursday Sep 21 2017,2017,1:05 PM
