Game,Day,Date,xStartTime,xLOG,xEndTime,Home,Attendance,Opp,TeamScore,OppScore,PointDiff,Win,OT,SO,Season,Wins,Losses,Streak,Rivalry,Penguins,Rangers,Devils,RegularSeason,ConfQF
57,Tuesday,2018-02-13,19:00:00,170,21:50:00,0,19312,New Jersey Devils,4,5,-1,0,1,1,2017,28,19,-1,1,0,0,1,1,0
58,Friday,2018-02-16,19:00:00,145,21:25:00,1,17364,Columbus Blue Jackets,2,1,1,1,1,0,2017,29,19,1,0,0,0,0,1,0
59,Sunday,2018-02-18,17:00:00,153,19:33:00,1,18006,New York Rangers,7,4,3,1,0,0,2017,30,19,2,1,0,1,0,1,0
60,Tuesday,2018-02-20,19:00:00,146,21:26:00,0,19336,Montreal Canadiens,3,2,1,1,1,0,2017,31,19,3,0,0,0,0,1,0
61,Thursday,2018-02-22,19:00:00,144,21:24:00,0,19727,Columbus Blue Jackets,2,1,1,1,0,0,2017,32,19,4,0,0,0,0,1,0
62,Saturday,2018-02-24,17:00:00,144,19:24:00,1,16128,Ottawa Senators,5,3,2,1,0,0,2017,33,19,5,0,0,0,0,1,0
63,Monday,2018-02-26,19:00:00,172,21:52:00,1,21302,Montreal Canadiens,1,0,1,1,1,1,2017,34,19,6,0,0,0,0,1,0
64,Thursday,2018-03-01,19:00:00,141,21:21:00,0,19245,Carolina Hurricanes,1,4,-3,0,0,0,2017,34,20,-1,0,0,0,0,1,0
65,Saturday,2018-03-03,17:00:00,169,19:49:00,1,19092,Tampa Bay Lightning,6,7,-1,0,1,1,2017,34,20,-1,0,0,0,0,1,0
66,Sunday,2018-03-04,17:00:00,147,19:27:00,1,14428,Florida Panthers,1,4,-3,0,0,0,2017,34,21,-1,0,0,0,0,1,0
67,Wednesday,2018-03-07,19:00:00,148,21:28:00,0,19624,Pittsburgh Penguins,2,5,-3,0,0,0,2017,34,22,-2,1,1,0,0,1,0
68,Thursday,2018-03-08,19:00:00,153,21:33:00,1,17565,Boston Bruins,2,3,-1,0,0,0,2017,34,23,-3,0,0,0,0,1,0
69,Saturday,2018-03-10,17:00:00,143,19:23:00,0,19929,Winnipeg Jets,2,1,1,1,0,0,2017,35,23,1,0,0,0,0,1,0
70,Monday,2018-03-12,19:00:00,148,21:28:00,0,19723,Vegas Golden Knights,2,3,-1,0,0,0,2017,35,24,-1,0,0,0,0,1,0
71,Thursday,2018-03-15,19:00:00,144,21:24:00,0,19354,Columbus Blue Jackets,3,5,-2,0,0,0,2017,35,25,-2,0,0,0,0,1,0
72,Saturday,2018-03-17,17:00:00,142,19:22:00,1,14805,Carolina Hurricanes,4,2,2,1,0,0,2017,36,25,1,0,0,0,0,1,0
73,Sunday,2018-03-18,17:00:00,151,19:31:00,0,19687,Washington Capitals,6,3,3,1,0,0,2017,37,25,2,0,0,0,0,1,0
74,Tuesday,2018-03-20,19:00:00,164,21:44:00,1,19515,Detroit Red Wings,4,5,-1,0,1,1,2017,37,25,-1,0,0,0,0,1,0
75,Thursday,2018-03-22,19:00:00,146,21:26:00,0,19584,New York Rangers,4,3,1,1,0,0,2017,38,25,1,1,0,1,0,1,0
76,Sunday,2018-03-25,17:00:00,147,19:27:00,1,18655,Pittsburgh Penguins,4,5,-1,0,1,0,2017,38,25,-1,1,1,0,0,1,0
77,Tuesday,2018-03-27,19:00:00,156,21:36:00,1,17247,Dallas Stars,2,3,-1,0,1,0,2017,38,25,-1,0,0,0,0,1,0
78,Wednesday,2018-03-28,19:00:00,137,21:17:00,1,16320,Colorado Avalanche,2,1,1,1,0,0,2017,39,25,1,0,0,0,0,1,0
79,Sunday,2018-04-01,17:00:00,149,19:29:00,0,19904,Boston Bruins,4,3,1,1,1,0,2017,40,25,2,0,0,0,0,1,0
80,Tuesday,2018-04-03,19:00:00,152,21:32:00,1,11951,New York Islanders,4,5,-1,0,0,0,2017,40,26,-1,0,0,0,0,1,0
81,Thursday,2018-04-05,19:00:00,148,21:28:00,0,20001,Carolina Hurricanes,4,3,1,1,0,0,2017,41,26,1,0,0,0,0,1,0
82,Saturday,2018-04-07,17:00:00,142,19:22:00,0,20028,New York Rangers,5,0,5,1,0,0,2017,42,26,2,1,0,1,0,1,0
1,Wednesday,2018-04-11,19:00:00,146,21:26:00,1,18556,Pittsburgh Penguins,0,7,-7,0,0,0,2017,0,1,-1,1,1,0,0,0,1
2,Friday,2018-04-13,19:00:00,155,21:35:00,1,18648,Pittsburgh Penguins,5,1,4,1,0,0,2017,1,1,1,1,1,0,0,0,1
3,Sunday,2018-04-15,17:00:00,152,19:32:00,0,19955,Pittsburgh Penguins,1,5,-4,0,0,0,2017,1,2,-1,1,1,0,0,0,1
4,Wednesday,2018-04-18,19:00:00,146,21:26:00,0,19644,Pittsburgh Penguins,0,5,-5,0,0,0,2017,1,3,-2,1,1,0,0,0,1
5,Friday,2018-04-20,19:00:00,151,21:31:00,1,18632,Pittsburgh Penguins,4,2,2,1,0,0,2017,2,3,1,1,1,0,0,0,1
6,Sunday,2018-04-22,17:00:00,153,19:33:00,0,19861,Pittsburgh Penguins,5,8,-3,0,0,0,2017,2,4,-1,1,1,0,0,0,1
